"2018-03-17 at 18:14"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2018-03-17 18:14:22 399.34 19.58 9.05 51.02 59.06 0.0491 0.0657
2018-03-17 18:14:23 398.68 19.57 9.04 51.02 59.05 0.0491 0.0657
2018-03-17 18:14:24 402.60 19.63 9.08 51.02 59.05 0.0495 0.0658
2018-03-17 18:14:25 404.94 19.62 9.09 51.02 59.06 0.0496 0.0659
2018-03-17 18:14:26 404.92 19.65 9.11 51.02 59.08 0.0496 0.0659
2018-03-17 18:14:27 403.37 19.64 9.10 51.03 59.05 0.0494 0.0659
2018-03-17 18:14:28 402.67 19.72 9.16 51.02 59.09 0.0495 0.0661
2018-03-17 18:14:29 404.26 19.73 9.17 51.02 59.10 0.0495 0.0661
2018-03-17 18:14:30 403.57 19.71 9.16 51.02 59.09 0.0496 0.0661
2018-03-17 18:14:31 406.09 19.71 9.15 51.00 59.06 0.0498 0.0660
2018-03-17 18:14:32 405.54 19.77 9.19 51.00 59.06 0.0497 0.0662
2018-03-17 18:14:33 407.27 19.77 9.20 51.02 59.08 0.0499 0.0662
2018-03-17 18:14:34 407.81 19.77 9.19 51.03 59.05 0.0499 0.0662
2018-03-17 18:14:35 409.85 19.83 9.23 51.03 59.05 0.0501 0.0663
2018-03-17 18:14:36 410.65 19.84 9.25 51.02 59.06 0.0501 0.0663
2018-03-17 18:14:37 411.08 19.80 9.21 51.02 59.06 0.0502 0.0663
2018-03-17 18:14:38 412.52 19.83 9.24 51.02 59.06 0.0503 0.0663
2018-03-17 18:14:39 412.55 19.83 9.24 50.99 59.06 0.0503 0.0663
2018-03-17 18:14:40 414.35 19.83 9.24 51.02 59.06 0.0505 0.0663
2018-03-17 18:14:41 414.03 19.87 9.27 51.02 59.07 0.0505 0.0665
2018-03-17 18:14:42 415.44 19.95 9.34 51.04 59.09 0.0506 0.0667
2018-03-17 18:14:43 416.61 19.92 9.32 51.02 59.10 0.0507 0.0666
2018-03-17 18:14:44 416.89 19.94 9.33 51.02 59.09 0.0507 0.0666
2018-03-17 18:14:45 418.10 20.01 9.38 51.02 59.09 0.0508 0.0668
2018-03-17 18:14:46 419.61 20.02 9.38 50.99 59.07 0.0510 0.0668
2018-03-17 18:14:47 419.87 20.05 9.40 51.00 59.04 0.0510 0.0669
2018-03-17 18:14:48 420.77 20.09 9.43 51.02 59.05 0.0511 0.0670
2018-03-17 18:14:49 421.96 20.09 9.44 51.04 59.08 0.0512 0.0670
2018-03-17 18:14:50 423.41 20.11 9.46 51.02 59.09 0.0514 0.0671
2018-03-17 18:14:51 423.70 20.15 9.49 51.02 59.08 0.0514 0.0671
2018-03-17 18:14:52 425.04 20.15 9.49 51.02 59.10 0.0515 0.0671
2018-03-17 18:14:53 425.66 20.19 9.52 51.02 59.10 0.0515 0.0672
2018-03-17 18:14:54 425.21 20.19 9.52 51.02 59.10 0.0515 0.0672
2018-03-17 18:14:55 427.15 20.24 9.55 51.02 59.08 0.0516 0.0673
2018-03-17 18:14:56 427.61 20.25 9.55 51.04 59.06 0.0517 0.0674
2018-03-17 18:14:57 428.38 20.26 9.56 51.04 59.08 0.0518 0.0674
2018-03-17 18:14:58 430.39 20.31 9.60 51.02 59.10 0.0519 0.0675
2018-03-17 18:14:59 431.40 20.29 9.58 51.02 59.07 0.0520 0.0674
2018-03-17 18:15:00 431.56 20.32 9.61 51.02 59.08 0.0520 0.0675
2018-03-17 18:15:01 432.47 20.31 9.60 51.02 59.09 0.0522 0.0675
2018-03-17 18:15:02 433.10 20.31 9.60 51.02 59.08 0.0522 0.0675
2018-03-17 18:15:03 433.32 20.32 9.61 51.02 59.08 0.0522 0.0675
2018-03-17 18:15:04 434.01 20.31 9.60 51.03 59.09 0.0522 0.0674
2018-03-17 18:15:05 435.38 20.27 9.58 51.02 59.10 0.0525 0.0674
2018-03-17 18:15:06 436.30 20.25 9.55 51.02 59.08 0.0524 0.0673
2018-03-17 18:15:08 437.12 20.21 9.53 51.02 59.08 0.0525 0.0672
2018-03-17 18:15:09 437.90 20.18 9.50 51.02 59.07 0.0527 0.0671
2018-03-17 18:15:10 438.90 20.16 9.48 51.02 59.06 0.0526 0.0670
2018-03-17 18:15:11 439.80 20.17 9.48 51.02 59.03 0.0527 0.0671
2018-03-17 18:15:12 440.21 20.15 9.47 51.04 59.04 0.0528 0.0670
