"2018-03-15 at 15:42"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2018-03-15 15:42:00 410.52 27.56 14.95 51.02 61.91 0.0527 0.0872
2018-03-15 15:42:01 411.04 27.61 14.98 51.03 61.92 0.0527 0.0872
2018-03-15 15:42:02 412.75 27.58 14.98 51.02 61.96 0.0529 0.0872
2018-03-15 15:42:03 413.08 27.61 14.99 51.02 61.94 0.0529 0.0872
2018-03-15 15:42:04 412.31 27.65 15.01 51.02 61.94 0.0529 0.0874
2018-03-15 15:42:05 414.21 27.67 15.02 50.99 61.93 0.0530 0.0873
2018-03-15 15:42:06 412.94 27.69 15.03 50.99 61.92 0.0529 0.0875
2018-03-15 15:42:07 414.98 27.75 15.06 51.02 61.92 0.0531 0.0875
2018-03-15 15:42:08 416.45 27.76 15.07 51.02 61.93 0.0533 0.0876
2018-03-15 15:42:09 417.02 27.79 15.09 51.03 61.96 0.0533 0.0876
2018-03-15 15:42:10 418.11 27.81 15.11 51.02 61.98 0.0535 0.0878
2018-03-15 15:42:11 418.37 27.80 15.10 51.00 61.96 0.0534 0.0876
2018-03-15 15:42:12 419.01 27.87 15.14 50.99 61.96 0.0535 0.0879
2018-03-15 15:42:13 419.97 27.85 15.13 50.99 61.97 0.0536 0.0878
2018-03-15 15:42:14 420.52 27.91 15.17 51.00 61.99 0.0536 0.0880
2018-03-15 15:42:15 418.19 27.88 15.15 51.02 61.98 0.0534 0.0879
2018-03-15 15:42:16 421.49 27.88 15.16 51.04 62.00 0.0538 0.0878
2018-03-15 15:42:17 421.97 27.89 15.15 51.02 61.94 0.0537 0.0879
2018-03-15 15:42:18 421.58 27.98 15.19 51.02 61.91 0.0537 0.0880
2018-03-15 15:42:19 421.75 27.97 15.18 50.99 61.92 0.0537 0.0879
2018-03-15 15:42:20 422.25 27.95 15.17 50.99 61.91 0.0538 0.0880
2018-03-15 15:42:21 424.47 28.04 15.23 51.02 61.94 0.0541 0.0882
2018-03-15 15:42:22 424.65 28.02 15.22 51.02 61.96 0.0540 0.0881
2018-03-15 15:42:23 424.20 28.02 15.21 51.02 61.92 0.0540 0.0881
2018-03-15 15:42:24 425.28 28.09 15.26 51.02 61.94 0.0541 0.0883
2018-03-15 15:42:25 424.85 28.07 15.24 51.02 61.94 0.0540 0.0882
