"2018-03-15 at 15:35"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2018-03-15 15:35:52 410.16 26.88 14.46 50.99 61.48 0.0523 0.0851
2018-03-15 15:35:53 409.97 26.77 14.38 50.99 61.42 0.0521 0.0846
2018-03-15 15:35:54 411.45 26.87 14.43 51.00 61.38 0.0524 0.0851
2018-03-15 15:35:55 412.76 26.87 14.44 51.02 61.43 0.0524 0.0849
2018-03-15 15:35:56 412.56 26.82 14.41 51.03 61.43 0.0524 0.0848
2018-03-15 15:35:58 413.26 26.84 14.42 51.02 61.42 0.0525 0.0850
2018-03-15 15:35:59 414.98 26.89 14.44 51.00 61.41 0.0526 0.0849
2018-03-15 15:36:00 414.37 26.86 14.42 50.99 61.36 0.0526 0.0849
2018-03-15 15:36:01 415.99 26.91 14.46 51.00 61.41 0.0526 0.0849
2018-03-15 15:36:02 415.21 26.88 14.45 50.99 61.46 0.0528 0.0851
2018-03-15 15:36:03 415.91 26.80 14.40 51.00 61.44 0.0527 0.0849
2018-03-15 15:36:04 417.15 26.87 14.45 51.02 61.46 0.0529 0.0849
2018-03-15 15:36:05 416.94 26.85 14.42 51.02 61.43 0.0528 0.0849
2018-03-15 15:36:06 419.04 26.92 14.46 51.02 61.42 0.0531 0.0851
2018-03-15 15:36:07 418.98 26.89 14.43 50.99 61.36 0.0529 0.0849
2018-03-15 15:36:08 420.47 26.90 14.45 50.99 61.42 0.0531 0.0849
2018-03-15 15:36:09 420.20 26.89 14.45 50.99 61.42 0.0532 0.0850
2018-03-15 15:36:10 421.02 26.90 14.46 51.00 61.45 0.0533 0.0851
2018-03-15 15:36:11 421.26 26.88 14.44 51.02 61.43 0.0532 0.0850
2018-03-15 15:36:12 422.69 26.90 14.46 51.02 61.42 0.0534 0.0849
2018-03-15 15:36:13 422.07 26.85 14.42 51.02 61.41 0.0534 0.0851
2018-03-15 15:36:14 425.59 26.92 14.48 51.00 61.46 0.0536 0.0850
2018-03-15 15:36:15 422.87 26.84 14.41 50.99 61.39 0.0533 0.0848
2018-03-15 15:36:16 425.59 26.92 14.46 51.00 61.41 0.0536 0.0850
2018-03-15 15:36:17 425.47 26.87 14.45 51.02 61.46 0.0537 0.0850
2018-03-15 15:36:18 425.25 26.84 14.43 51.02 61.46 0.0536 0.0848
2018-03-15 15:36:19 427.56 26.87 14.44 51.03 61.43 0.0540 0.0851
2018-03-15 15:36:20 428.21 26.85 14.43 51.02 61.43 0.0538 0.0850
2018-03-15 15:36:21 427.75 26.76 14.37 50.99 61.41 0.0539 0.0846
2018-03-15 15:36:22 428.10 26.80 14.40 50.99 61.43 0.0539 0.0849
2018-03-15 15:36:23 428.94 26.72 14.36 50.99 61.43 0.0539 0.0846
2018-03-15 15:36:24 430.09 26.78 14.39 51.02 61.45 0.0541 0.0848
2018-03-15 15:36:25 429.42 26.81 14.40 51.02 61.44 0.0540 0.0848
2018-03-15 15:36:26 430.32 26.78 14.39 51.03 61.44 0.0541 0.0848
2018-03-15 15:36:27 432.94 26.85 14.43 51.02 61.44 0.0544 0.0850
2018-03-15 15:36:28 433.06 26.83 14.43 51.02 61.47 0.0544 0.0849
