"2018-03-14 at 18:23"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2018-03-14 18:23:30 436.38 18.11 8.22 51.02 60.37 0.0536 0.0635
2018-03-14 18:23:31 437.78 18.10 8.22 51.02 60.39 0.0538 0.0635
2018-03-14 18:23:32 435.04 18.10 8.22 51.02 60.42 0.0534 0.0635
2018-03-14 18:23:33 434.20 18.04 8.18 51.02 60.42 0.0535 0.0634
2018-03-14 18:23:34 435.45 18.05 8.19 51.02 60.43 0.0537 0.0635
2018-03-14 18:23:35 440.20 18.04 8.19 51.02 60.46 0.0542 0.0635
2018-03-14 18:23:36 442.63 18.05 8.20 51.00 60.48 0.0542 0.0635
2018-03-14 18:23:37 441.72 18.04 8.19 51.00 60.48 0.0542 0.0635
2018-03-14 18:23:38 443.58 18.05 8.20 50.99 60.48 0.0543 0.0635
2018-03-14 18:23:39 443.27 18.04 8.20 51.02 60.51 0.0544 0.0635
2018-03-14 18:23:40 445.28 18.04 8.20 51.03 60.53 0.0546 0.0635
2018-03-14 18:23:41 447.82 18.05 8.22 51.02 60.55 0.0548 0.0635
2018-03-14 18:23:42 446.69 18.05 8.21 51.02 60.53 0.0547 0.0636
2018-03-14 18:23:43 446.69 18.05 8.21 51.02 60.53 0.0547 0.0636
2018-03-14 18:23:44 447.41 17.99 8.16 51.02 60.50 0.0548 0.0633
2018-03-14 18:23:45 449.58 18.07 8.23 51.00 60.53 0.0549 0.0636
2018-03-14 18:23:46 449.81 18.04 8.20 51.00 60.53 0.0550 0.0635
2018-03-14 18:23:47 451.07 18.08 8.23 51.02 60.53 0.0550 0.0636
2018-03-14 18:23:48 450.62 18.10 8.25 51.03 60.53 0.0551 0.0637
2018-03-14 18:23:49 451.16 18.09 8.24 51.02 60.51 0.0551 0.0636
2018-03-14 18:23:50 453.47 18.10 8.25 51.02 60.51 0.0553 0.0636
2018-03-14 18:23:51 453.93 18.11 8.25 51.02 60.51 0.0553 0.0637
2018-03-14 18:23:52 454.76 18.10 8.25 51.02 60.51 0.0554 0.0637
2018-03-14 18:23:53 455.69 18.13 8.28 51.02 60.54 0.0555 0.0637
2018-03-14 18:23:54 458.41 18.14 8.29 51.02 60.54 0.0558 0.0638
2018-03-14 18:23:55 458.82 18.14 8.29 51.02 60.55 0.0557 0.0637
2018-03-14 18:23:56 459.83 18.13 8.28 51.02 60.57 0.0559 0.0638
2018-03-14 18:23:57 459.97 18.15 8.30 51.02 60.56 0.0559 0.0638
2018-03-14 18:23:58 459.15 18.17 8.31 51.02 60.53 0.0559 0.0639
2018-03-14 18:23:59 461.49 18.21 8.35 51.02 60.55 0.0561 0.0639
2018-03-14 18:24:00 462.16 18.17 8.31 50.99 60.52 0.0560 0.0638
2018-03-14 18:24:02 461.91 18.19 8.31 51.02 60.46 0.0560 0.0638
2018-03-14 18:24:03 463.69 18.22 8.33 51.02 60.45 0.0562 0.0639
2018-03-14 18:24:04 464.74 18.21 8.33 51.03 60.45 0.0562 0.0638
2018-03-14 18:24:05 465.05 18.21 8.32 51.02 60.45 0.0563 0.0639
2018-03-14 18:24:06 467.85 18.25 8.35 51.02 60.45 0.0566 0.0640
2018-03-14 18:24:07 468.66 18.25 8.35 51.02 60.44 0.0565 0.0639
2018-03-14 18:24:08 469.27 18.24 8.35 51.02 60.47 0.0566 0.0640
2018-03-14 18:24:09 470.17 18.24 8.35 51.02 60.48 0.0568 0.0639
2018-03-14 18:24:10 472.72 18.23 8.34 51.02 60.46 0.0569 0.0639
2018-03-14 18:24:11 472.25 18.24 8.36 51.03 60.47 0.0568 0.0639
2018-03-14 18:24:12 471.70 18.23 8.34 51.02 60.46 0.0569 0.0639
2018-03-14 18:24:13 473.42 18.24 8.36 51.02 60.49 0.0571 0.0640
2018-03-14 18:24:14 476.19 18.24 8.35 51.02 60.49 0.0573 0.0639
2018-03-14 18:24:15 476.00 18.23 8.35 51.02 60.49 0.0573 0.0640
2018-03-14 18:24:16 476.78 18.25 8.37 51.02 60.51 0.0573 0.0640
2018-03-14 18:24:17 476.54 18.25 8.37 51.02 60.51 0.0573 0.0640
2018-03-14 18:24:18 476.64 18.22 8.34 51.02 60.49 0.0573 0.0639
2018-03-14 18:24:19 477.87 18.24 8.36 51.03 60.48 0.0575 0.0640
2018-03-14 18:24:20 479.54 18.24 8.36 51.02 60.50 0.0576 0.0640
2018-03-14 18:24:21 480.60 18.25 8.36 51.02 60.49 0.0577 0.0640
2018-03-14 18:24:22 482.00 18.25 8.37 50.99 60.50 0.0578 0.0640
2018-03-14 18:24:23 483.66 18.23 8.35 51.00 60.50 0.0579 0.0639
2018-03-14 18:24:24 483.03 18.24 8.36 51.00 60.51 0.0578 0.0639
2018-03-14 18:24:25 484.68 18.23 8.36 51.02 60.51 0.0581 0.0640
2018-03-14 18:24:26 484.75 18.27 8.39 51.03 60.52 0.0580 0.0641
2018-03-14 18:24:27 485.32 18.28 8.40 51.02 60.52 0.0581 0.0641
2018-03-14 18:24:28 487.11 18.26 8.38 51.00 60.53 0.0583 0.0641
2018-03-14 18:24:29 486.57 18.26 8.38 50.99 60.53 0.0582 0.0640
2018-03-14 18:24:30 489.42 18.24 8.37 51.00 60.53 0.0585 0.0640
2018-03-14 18:24:31 489.59 18.21 8.34 51.02 60.54 0.0585 0.0639
2018-03-14 18:24:32 489.25 18.26 8.39 51.02 60.55 0.0585 0.0641
2018-03-14 18:24:33 490.60 18.21 8.35 51.03 60.56 0.0586 0.0639
2018-03-14 18:24:34 492.05 18.22 8.35 51.02 60.53 0.0587 0.0640
2018-03-14 18:24:35 491.33 18.21 8.35 51.02 60.54 0.0586 0.0640
2018-03-14 18:24:36 492.29 18.25 8.38 51.02 60.55 0.0588 0.0641
2018-03-14 18:24:37 494.04 18.24 8.38 51.02 60.57 0.0589 0.0640
2018-03-14 18:24:38 492.93 18.23 8.37 51.02 60.57 0.0588 0.0640
2018-03-14 18:24:39 494.13 18.25 8.38 51.02 60.55 0.0589 0.0641
2018-03-14 18:24:40 495.74 18.26 8.40 51.03 60.57 0.0590 0.0641
2018-03-14 18:24:41 497.27 18.23 8.37 51.03 60.57 0.0592 0.0640
2018-03-14 18:24:42 498.59 18.24 8.38 51.02 60.56 0.0592 0.0641
2018-03-14 18:24:43 496.50 18.21 8.35 51.02 60.53 0.0590 0.0639
2018-03-14 18:24:44 499.61 18.25 8.39 51.02 60.56 0.0594 0.0641
2018-03-14 18:24:45 500.08 18.25 8.39 51.02 60.58 0.0594 0.0641
2018-03-14 18:24:46 500.05 18.23 8.37 51.02 60.59 0.0594 0.0641
2018-03-14 18:24:47 501.95 18.22 8.38 51.02 60.62 0.0597 0.0640
2018-03-14 18:24:48 503.99 18.28 8.42 51.04 60.64 0.0598 0.0642
2018-03-14 18:24:49 502.62 18.24 8.39 51.02 60.61 0.0596 0.0641
2018-03-14 18:24:50 503.60 18.24 8.38 51.02 60.58 0.0597 0.0640
2018-03-14 18:24:51 505.67 18.25 8.38 51.02 60.57 0.0599 0.0641
2018-03-14 18:24:52 505.84 18.25 8.38 51.02 60.55 0.0599 0.0641
2018-03-14 18:24:53 506.95 18.25 8.38 50.99 60.56 0.0600 0.0641
2018-03-14 18:24:54 506.39 18.24 8.38 51.02 60.55 0.0599 0.0640
2018-03-14 18:24:55 507.67 18.22 8.36 51.04 60.57 0.0601 0.0640
2018-03-14 18:24:56 510.50 18.26 8.40 51.02 60.61 0.0603 0.0641
2018-03-14 18:24:57 509.99 18.21 8.36 51.02 60.62 0.0603 0.0640
2018-03-14 18:24:58 510.58 18.24 8.38 51.02 60.59 0.0603 0.0641
2018-03-14 18:24:59 511.02 18.25 8.39 51.02 60.59 0.0604 0.0641
2018-03-14 18:25:00 514.99 18.25 8.40 51.02 60.63 0.0607 0.0641
2018-03-14 18:25:01 512.76 18.22 8.38 51.02 60.63 0.0605 0.0640
2018-03-14 18:25:02 513.81 18.21 8.36 51.02 60.60 0.0606 0.0640
2018-03-14 18:25:03 515.51 18.22 8.37 51.02 60.59 0.0608 0.0641
2018-03-14 18:25:04 515.19 18.25 8.39 51.02 60.62 0.0606 0.0641
2018-03-14 18:25:05 515.32 18.26 8.40 51.00 60.62 0.0608 0.0641
2018-03-14 18:25:06 516.73 18.25 8.40 50.99 60.62 0.0609 0.0642
2018-03-14 18:25:07 518.03 18.26 8.42 51.00 60.66 0.0610 0.0642
2018-03-14 18:25:08 517.85 18.24 8.40 51.02 60.67 0.0610 0.0642
2018-03-14 18:25:09 520.16 18.27 8.43 51.03 60.68 0.0612 0.0642
2018-03-14 18:25:10 519.99 18.26 8.43 51.02 60.70 0.0612 0.0643
2018-03-14 18:25:11 521.29 18.25 8.42 51.02 60.70 0.0614 0.0642
2018-03-14 18:25:12 521.99 18.26 8.42 51.02 60.69 0.0613 0.0642
2018-03-14 18:25:14 522.29 18.29 8.45 51.02 60.72 0.0614 0.0643
2018-03-14 18:25:15 523.03 18.29 8.45 51.02 60.69 0.0615 0.0643
2018-03-14 18:25:16 525.93 18.31 8.47 51.02 60.72 0.0618 0.0644
2018-03-14 18:25:17 525.79 18.26 8.44 51.02 60.76 0.0617 0.0643
2018-03-14 18:25:18 525.73 18.29 8.46 51.04 60.76 0.0618 0.0644
2018-03-14 18:25:19 525.94 18.29 8.47 51.02 60.76 0.0618 0.0644
2018-03-14 18:25:20 528.08 18.32 8.49 51.02 60.80 0.0621 0.0645
2018-03-14 18:25:21 528.52 18.27 8.45 51.00 60.78 0.0619 0.0643
2018-03-14 18:25:22 530.23 18.33 8.51 51.00 60.80 0.0622 0.0645
2018-03-14 18:25:23 528.87 18.31 8.49 51.02 60.81 0.0620 0.0645
2018-03-14 18:25:24 529.58 18.32 8.50 51.02 60.82 0.0622 0.0645
2018-03-14 18:25:25 529.43 18.31 8.49 51.02 60.83 0.0621 0.0645
2018-03-14 18:25:26 530.91 18.26 8.45 51.02 60.79 0.0623 0.0644
2018-03-14 18:25:27 532.43 18.34 8.51 51.02 60.78 0.0623 0.0645
2018-03-14 18:25:28 533.75 18.32 8.49 51.02 60.78 0.0625 0.0645
2018-03-14 18:25:29 535.92 18.30 8.48 51.02 60.80 0.0626 0.0644
2018-03-14 18:25:30 534.80 18.30 8.48 50.99 60.80 0.0625 0.0645
2018-03-14 18:25:31 533.81 18.28 8.46 51.02 60.78 0.0624 0.0643
2018-03-14 18:25:32 533.81 18.28 8.46 51.02 60.78 0.0624 0.0643
2018-03-14 18:25:33 536.11 18.27 8.45 51.03 60.77 0.0626 0.0643
2018-03-14 18:25:34 537.26 18.30 8.48 51.02 60.79 0.0629 0.0644
2018-03-14 18:25:35 538.28 18.26 8.44 51.02 60.75 0.0628 0.0643
