"2018-03-14 at 15:20"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2018-03-14 15:20:00 403.50 23.05 10.65 51.02 55.84 0.0467 0.0699
2018-03-14 15:20:01 403.81 22.99 10.60 51.04 55.81 0.0467 0.0697
2018-03-14 15:20:02 405.36 23.10 10.68 51.02 55.81 0.0469 0.0700
2018-03-14 15:20:03 402.53 22.99 10.60 51.02 55.80 0.0466 0.0697
2018-03-14 15:20:04 403.93 22.99 10.60 51.02 55.80 0.0468 0.0697
2018-03-14 15:20:05 407.16 23.13 10.70 50.99 55.85 0.0471 0.0701
2018-03-14 15:20:06 405.25 23.06 10.66 51.02 55.85 0.0469 0.0699
2018-03-14 15:20:07 405.95 23.09 10.67 51.02 55.82 0.0469 0.0700
2018-03-14 15:20:08 403.67 23.00 10.61 51.04 55.84 0.0468 0.0698
2018-03-14 15:20:09 405.48 22.96 10.57 51.02 55.78 0.0469 0.0696
2018-03-14 15:20:10 404.58 22.95 10.58 51.02 55.82 0.0468 0.0696
2018-03-14 15:20:12 405.98 22.90 10.55 51.02 55.82 0.0470 0.0696
2018-03-14 15:20:13 406.05 22.89 10.52 51.02 55.75 0.0469 0.0694
2018-03-14 15:20:14 408.50 22.88 10.53 51.02 55.81 0.0472 0.0695
2018-03-14 15:20:15 408.61 22.78 10.48 51.02 55.85 0.0472 0.0693
2018-03-14 15:20:16 405.91 22.77 10.47 51.02 55.86 0.0470 0.0693
2018-03-14 15:20:17 407.27 22.73 10.43 51.04 55.80 0.0470 0.0692
2018-03-14 15:20:18 406.44 22.73 10.44 51.02 55.82 0.0470 0.0692
2018-03-14 15:20:19 406.27 22.60 10.36 51.02 55.85 0.0470 0.0690
2018-03-14 15:20:20 407.93 22.63 10.37 50.99 55.81 0.0471 0.0690
2018-03-14 15:20:21 406.87 22.59 10.34 50.99 55.81 0.0470 0.0689
2018-03-14 15:20:22 412.12 22.74 10.45 51.02 55.88 0.0475 0.0693
2018-03-14 15:20:23 407.50 22.57 10.34 51.02 55.88 0.0471 0.0689
2018-03-14 15:20:24 407.79 22.54 10.32 51.04 55.85 0.0471 0.0688
2018-03-14 15:20:25 410.04 22.65 10.39 51.02 55.87 0.0473 0.0691
2018-03-14 15:20:26 409.54 22.59 10.34 51.02 55.81 0.0472 0.0689
2018-03-14 15:20:27 408.91 22.54 10.30 51.02 55.77 0.0472 0.0687
2018-03-14 15:20:28 408.64 22.58 10.32 51.02 55.76 0.0471 0.0688
