"2018-03-16 at 17:36"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2018-03-16 17:36:50 406.39 18.31 8.46 51.00 60.66 0.0514 0.0645
2018-03-16 17:36:51 412.20 18.44 8.60 51.00 60.83 0.0517 0.0647
2018-03-16 17:36:52 405.42 18.25 8.41 51.02 60.68 0.0510 0.0641
2018-03-16 17:36:53 408.59 18.27 8.43 51.02 60.70 0.0515 0.0643
2018-03-16 17:36:54 410.05 18.35 8.50 51.02 60.74 0.0515 0.0645
2018-03-16 17:36:55 409.01 18.36 8.51 51.04 60.74 0.0514 0.0645
2018-03-16 17:36:56 409.89 18.32 8.48 51.02 60.72 0.0515 0.0644
2018-03-16 17:36:57 414.02 18.35 8.51 51.02 60.72 0.0520 0.0645
2018-03-16 17:36:58 420.63 18.34 8.50 51.02 60.73 0.0526 0.0645
2018-03-16 17:36:59 423.46 18.33 8.49 51.02 60.74 0.0529 0.0644
2018-03-16 17:37:00 426.41 18.31 8.47 51.02 60.72 0.0531 0.0644
2018-03-16 17:37:01 426.97 18.29 8.44 51.02 60.64 0.0529 0.0642
2018-03-16 17:37:02 429.23 18.31 8.43 51.04 60.57 0.0532 0.0642
2018-03-16 17:37:03 431.99 18.32 8.44 51.03 60.56 0.0535 0.0643
2018-03-16 17:37:04 434.86 18.31 8.43 51.02 60.53 0.0537 0.0642
2018-03-16 17:37:05 435.08 18.26 8.36 51.00 60.44 0.0535 0.0639
2018-03-16 17:37:06 441.11 18.35 8.42 50.99 60.39 0.0542 0.0642
2018-03-16 17:37:07 443.37 18.32 8.40 51.00 60.38 0.0542 0.0640
2018-03-16 17:37:08 442.45 18.32 8.40 51.02 60.39 0.0542 0.0640
2018-03-16 17:37:09 442.63 18.36 8.44 51.03 60.44 0.0543 0.0643
2018-03-16 17:37:10 442.80 18.37 8.46 51.02 60.49 0.0543 0.0642
2018-03-16 17:37:11 443.84 18.35 8.45 51.02 60.51 0.0544 0.0643
2018-03-16 17:37:12 445.52 18.36 8.46 50.99 60.53 0.0547 0.0643
2018-03-16 17:37:13 448.07 18.40 8.50 51.02 60.54 0.0548 0.0644
2018-03-16 17:37:14 450.23 18.42 8.52 50.99 60.53 0.0551 0.0646
2018-03-16 17:37:15 450.13 18.43 8.51 51.02 60.51 0.0550 0.0644
