"2018-03-12 at 22:22"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2018-03-12 22:22:36 429.75 22.34 10.82 51.02 58.27 0.0512 0.0712
2018-03-12 22:22:37 429.27 22.32 10.80 51.02 58.24 0.0511 0.0711
2018-03-12 22:22:38 431.55 22.31 10.79 51.02 58.23 0.0513 0.0711
2018-03-12 22:22:39 432.44 22.30 10.78 51.04 58.23 0.0514 0.0710
2018-03-12 22:22:40 434.91 22.30 10.78 51.02 58.23 0.0516 0.0710
2018-03-12 22:22:41 434.92 22.29 10.78 51.02 58.24 0.0516 0.0710
2018-03-12 22:22:42 436.61 22.27 10.76 51.02 58.25 0.0517 0.0710
2018-03-12 22:22:43 438.28 22.28 10.78 51.02 58.27 0.0519 0.0710
2018-03-12 22:22:44 438.48 22.29 10.78 51.02 58.25 0.0519 0.0711
2018-03-12 22:22:45 439.58 22.29 10.79 51.02 58.28 0.0520 0.0711
2018-03-12 22:22:46 440.41 22.27 10.77 51.04 58.28 0.0521 0.0710
2018-03-12 22:22:47 440.23 22.20 10.73 51.02 58.29 0.0521 0.0709
2018-03-12 22:22:48 441.42 22.22 10.75 51.02 58.30 0.0522 0.0709
2018-03-12 22:22:49 441.74 22.18 10.71 51.02 58.28 0.0522 0.0708
2018-03-12 22:22:50 442.91 22.21 10.73 51.02 58.28 0.0523 0.0709
2018-03-12 22:22:51 442.16 22.11 10.63 51.02 58.14 0.0521 0.0705
2018-03-12 22:22:52 445.39 22.03 10.57 51.02 58.10 0.0524 0.0703
2018-03-12 22:22:53 446.62 22.09 10.61 51.02 58.10 0.0525 0.0704
2018-03-12 22:22:54 446.94 22.06 10.60 51.02 58.15 0.0525 0.0704
2018-03-12 22:22:55 448.70 22.06 10.60 51.02 58.15 0.0527 0.0704
2018-03-12 22:22:56 448.15 22.03 10.57 51.02 58.13 0.0526 0.0703
2018-03-12 22:22:57 449.29 22.04 10.58 50.99 58.15 0.0527 0.0704
2018-03-12 22:22:58 450.78 22.02 10.57 51.02 58.15 0.0529 0.0703
2018-03-12 22:23:00 450.48 22.00 10.56 51.02 58.16 0.0529 0.0703
2018-03-12 22:23:01 451.50 21.99 10.55 51.02 58.16 0.0529 0.0703
2018-03-12 22:23:02 452.41 22.01 10.57 51.04 58.17 0.0530 0.0703
2018-03-12 22:23:03 453.29 22.00 10.56 51.02 58.16 0.0531 0.0703
2018-03-12 22:23:04 453.05 21.96 10.53 51.02 58.15 0.0531 0.0702
2018-03-12 22:23:05 455.05 21.96 10.53 51.02 58.15 0.0532 0.0702
2018-03-12 22:23:06 455.51 21.97 10.54 50.99 58.16 0.0533 0.0702
2018-03-12 22:23:07 457.42 21.98 10.55 51.02 58.17 0.0535 0.0703
2018-03-12 22:23:08 458.05 21.93 10.52 51.02 58.17 0.0535 0.0702
2018-03-12 22:23:09 458.90 21.93 10.51 51.02 58.15 0.0536 0.0701
