"2018-03-12 at 22:19"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2018-03-12 22:19:28 419.15 23.31 11.61 51.02 58.87 0.0508 0.0740
2018-03-12 22:19:29 415.18 23.19 11.51 51.02 58.77 0.0503 0.0736
2018-03-12 22:19:30 419.53 23.26 11.54 51.02 58.73 0.0507 0.0737
2018-03-12 22:19:31 421.36 23.24 11.53 51.02 58.72 0.0508 0.0737
2018-03-12 22:19:32 421.12 23.24 11.52 51.02 58.69 0.0508 0.0737
2018-03-12 22:19:33 422.42 23.29 11.56 51.02 58.73 0.0509 0.0738
2018-03-12 22:19:34 427.18 23.26 11.57 51.02 58.81 0.0514 0.0739
2018-03-12 22:19:35 425.16 23.22 11.52 51.02 58.73 0.0512 0.0737
2018-03-12 22:19:36 425.82 23.26 11.55 51.02 58.72 0.0512 0.0737
2018-03-12 22:19:37 425.54 23.24 11.53 51.02 58.72 0.0512 0.0737
2018-03-12 22:19:38 426.28 23.27 11.54 51.02 58.70 0.0512 0.0737
2018-03-12 22:19:39 426.30 23.29 11.56 51.02 58.69 0.0512 0.0738
2018-03-12 22:19:40 428.40 23.25 11.53 51.04 58.68 0.0514 0.0737
2018-03-12 22:19:41 429.42 23.32 11.57 51.02 58.70 0.0515 0.0738
2018-03-12 22:19:42 430.36 23.35 11.61 51.02 58.76 0.0517 0.0740
2018-03-12 22:19:43 431.36 23.36 11.62 51.02 58.79 0.0518 0.0740
2018-03-12 22:19:44 432.45 23.26 11.55 50.99 58.75 0.0518 0.0738
2018-03-12 22:19:45 431.59 23.33 11.58 51.02 58.69 0.0517 0.0739
2018-03-12 22:19:46 432.91 23.33 11.58 51.02 58.69 0.0518 0.0738
2018-03-12 22:19:47 432.55 23.33 11.58 51.02 58.70 0.0518 0.0739
2018-03-12 22:19:48 435.29 23.34 11.60 51.02 58.75 0.0521 0.0739
2018-03-12 22:19:49 434.43 23.39 11.64 51.02 58.75 0.0520 0.0741
2018-03-12 22:19:50 437.29 23.44 11.66 51.02 58.71 0.0522 0.0741
2018-03-12 22:19:51 436.92 23.45 11.67 50.99 58.72 0.0522 0.0742
2018-03-12 22:19:52 436.90 23.44 11.65 51.02 58.68 0.0522 0.0741
2018-03-12 22:19:53 437.97 23.42 11.62 51.02 58.61 0.0522 0.0740
2018-03-12 22:19:54 438.42 23.44 11.63 51.02 58.58 0.0522 0.0740
2018-03-12 22:19:55 441.48 23.55 11.73 51.04 58.73 0.0526 0.0744
2018-03-12 22:19:56 442.69 23.48 11.71 51.02 58.81 0.0528 0.0743
2018-03-12 22:19:57 444.34 23.53 11.74 51.02 58.80 0.0529 0.0744
2018-03-12 22:19:58 443.46 23.50 11.70 51.02 58.75 0.0528 0.0743
2018-03-12 22:19:59 443.04 23.56 11.69 50.99 58.55 0.0526 0.0742
2018-03-12 22:20:00 440.98 23.36 11.51 50.99 58.35 0.0522 0.0735
2018-03-12 22:20:01 444.97 23.46 11.57 51.02 58.32 0.0525 0.0737
2018-03-12 22:20:02 443.97 23.41 11.53 51.02 58.28 0.0524 0.0736
2018-03-12 22:20:03 447.41 23.46 11.56 51.02 58.28 0.0527 0.0737
2018-03-12 22:20:04 447.26 23.45 11.54 51.02 58.24 0.0527 0.0736
2018-03-12 22:20:05 449.27 23.47 11.57 51.02 58.30 0.0529 0.0737
2018-03-12 22:20:06 451.10 23.46 11.56 51.02 58.31 0.0531 0.0737
2018-03-12 22:20:07 450.88 23.43 11.54 51.02 58.27 0.0530 0.0736
2018-03-12 22:20:08 450.05 23.50 11.59 51.02 58.31 0.0530 0.0738
2018-03-12 22:20:09 451.44 23.42 11.55 51.02 58.35 0.0531 0.0737
2018-03-12 22:20:10 450.37 23.44 11.56 51.02 58.34 0.0530 0.0737
2018-03-12 22:20:11 453.50 23.48 11.60 51.02 58.38 0.0533 0.0738
2018-03-12 22:20:12 453.59 23.42 11.55 51.02 58.37 0.0533 0.0737
2018-03-12 22:20:14 455.25 23.52 11.65 51.02 58.50 0.0536 0.0740
2018-03-12 22:20:15 455.71 23.45 11.62 50.99 58.54 0.0537 0.0739
2018-03-12 22:20:16 451.91 23.36 11.54 51.02 58.45 0.0533 0.0736
2018-03-12 22:20:17 455.77 23.44 11.57 51.02 58.38 0.0535 0.0737
2018-03-12 22:20:18 458.32 23.41 11.55 51.02 58.39 0.0538 0.0737
2018-03-12 22:20:19 457.84 23.45 11.61 51.02 58.53 0.0538 0.0739
2018-03-12 22:20:20 462.10 23.45 11.64 51.02 58.62 0.0543 0.0740
2018-03-12 22:20:21 462.15 23.38 11.60 51.02 58.61 0.0543 0.0739
2018-03-12 22:20:22 460.23 23.35 11.54 51.02 58.47 0.0540 0.0736
2018-03-12 22:20:23 461.49 23.38 11.55 51.02 58.43 0.0541 0.0737
2018-03-12 22:20:24 462.68 23.39 11.55 51.02 58.42 0.0542 0.0737
2018-03-12 22:20:25 461.62 23.40 11.56 51.04 58.42 0.0541 0.0737
2018-03-12 22:20:26 463.82 23.39 11.57 51.02 58.48 0.0543 0.0737
2018-03-12 22:20:27 464.56 23.35 11.53 51.02 58.46 0.0544 0.0736
2018-03-12 22:20:28 467.35 23.41 11.58 51.02 58.47 0.0546 0.0738
2018-03-12 22:20:29 466.02 23.37 11.55 51.02 58.46 0.0545 0.0737
2018-03-12 22:20:30 466.12 23.39 11.56 51.02 58.45 0.0545 0.0737
2018-03-12 22:20:31 466.99 23.34 11.52 51.02 58.45 0.0545 0.0736
2018-03-12 22:20:32 470.12 23.37 11.57 51.02 58.54 0.0549 0.0738
2018-03-12 22:20:33 468.64 23.28 11.50 51.02 58.50 0.0547 0.0735
2018-03-12 22:20:34 469.53 23.29 11.54 51.02 58.61 0.0549 0.0737
2018-03-12 22:20:35 470.15 23.23 11.49 51.02 58.58 0.0549 0.0735
2018-03-12 22:20:36 472.69 23.27 11.51 51.02 58.56 0.0551 0.0736
2018-03-12 22:20:37 472.68 23.24 11.48 51.02 58.54 0.0551 0.0735
2018-03-12 22:20:38 470.83 23.18 11.44 51.02 58.51 0.0549 0.0733
2018-03-12 22:20:39 473.28 23.22 11.45 51.02 58.47 0.0551 0.0733
2018-03-12 22:20:40 475.77 23.21 11.45 51.02 58.48 0.0553 0.0734
